87927.0 52246.0 
56741.0 83644.0 
56741.0 83644.0 
87927.0 52246.0 
57127.0 78268.0 
57063.0 82323.0 
61804.0 68539.0 
82025.0 54406.0 
68590.0 61908.0 
66356.0 63119.0 
62896.0 68035.0 
65195.0 64640.0 
71897.0 58917.0 
58592.0 75143.0 
75199.0 56447.0 
87550.0 52551.0 
64261.0 65757.0 
59766.0 73531.0 
65330.0 63839.0 
60278.0 72146.0 
83171.0 54082.0 
83702.0 53790.0 
60698.0 72053.0 
70681.0 59985.0 
72535.0 58614.0 
57445.0 76497.0 
58680.0 74380.0 
74736.0 56958.0 
69889.0 60569.0 
85160.0 53190.0 
77387.0 55441.0 
80734.0 54480.0 
78283.0 54975.0 
84550.0 53280.0 
76777.0 55531.0 
61333.0 69872.0 
70272.0 60187.0 
57018.0 82562.0 
67852.0 62146.0 
59344.0 73824.0 
77812.0 55180.0 
85585.0 52929.0 
84079.0 53485.0 
57336.0 78214.0 
63045.0 67322.0 
76306.0 55736.0 
71110.0 59578.0 
56950.0 83590.0 
75576.0 56142.0 
73645.0 57760.0 
64578.0 65158.0 
58853.0 73989.0 
80124.0 54570.0 
68949.0 61372.0 
76052.0 56069.0 
58097.0 75461.0 
59926.0 72807.0 
57404.0 77186.0 
79653.0 54775.0 
86666.0 52634.0 
57989.0 75659.0 
63422.0 67206.0 
61804.0 68539.0 
60763.0 71163.0 
63751.0 66879.0 
63793.0 66156.0 
73041.0 57960.0 
66996.0 62734.0 
63797.0 66003.0 
61333.0 69872.0 
78893.0 54885.0 
59926.0 72807.0 
73838.0 57526.0 
57775.0 76136.0 
69489.0 61201.0 
86056.0 52724.0 
74420.0 57070.0 
82496.0 54201.0 
57404.0 77186.0 
67254.0 62506.0 
60977.0 70686.0 
61119.0 70349.0 
72664.0 58265.0 
78893.0 54885.0 
65992.0 63582.0 
64831.0 65103.0 
67747.0 62438.0 
86642.0 52682.0 
74420.0 57070.0 
60812.0 70771.0 
61284.0 70264.0 
80734.0 54480.0 
63747.0 67032.0 
62896.0 68035.0 
73838.0 57526.0 
66996.0 62734.0 
82561.0 54172.0 
71303.0 59344.0 
69594.0 60909.0 
73041.0 57960.0 
