52717.0 96227.0 
83372.0 60859.0 
52717.0 96227.0 
83372.0 60859.0 
79996.0 61093.0 
77872.0 62293.0 
72554.0 63312.0 
75586.0 62462.0 
71373.0 63741.0 
78085.0 61706.0 
53947.0 87849.0 
58559.0 74294.0 
63065.0 67343.0 
61256.0 69190.0 
73779.0 63234.0 
79618.0 61231.0 
68726.0 64670.0 
54422.0 84000.0 
67897.0 64871.0 
54999.0 81621.0 
53721.0 88624.0 
70175.0 64427.0 
60971.0 70181.0 
60356.0 70835.0 
56262.0 79138.0 
53370.0 92072.0 
54464.0 83323.0 
53061.0 92999.0 
56538.0 77417.0 
57219.0 76185.0 
64357.0 66632.0 
56347.0 78082.0 
57768.0 74937.0 
58663.0 73210.0 
53679.0 89301.0 
55539.0 80108.0 
62013.0 68380.0 
56993.0 76960.0 
66028.0 65864.0 
65231.0 66152.0 
60651.0 70193.0 
75272.0 62492.0 
63862.0 67055.0 
64611.0 66400.0 
55313.0 80883.0 
53252.0 92334.0 
52950.0 94885.0 
53019.0 93676.0 
74652.0 62740.0 
74652.0 62740.0 
70620.0 64367.0 
55848.0 79181.0 
68726.0 64670.0 
53460.0 90926.0 
59894.0 71003.0 
66480.0 65407.0 
54367.0 85036.0 
53981.0 86750.0 
73779.0 63234.0 
57410.0 75520.0 
57768.0 74937.0 
57111.0 76698.0 
55474.0 80864.0 
58999.0 72730.0 
54655.0 82658.0 
54969.0 82267.0 
59599.0 71645.0 
59294.0 72088.0 
62786.0 67917.0 
55818.0 79827.0 
54023.0 86073.0 
79618.0 61231.0 
56529.0 77949.0 
54155.0 86025.0 
52891.0 95502.0 
63862.0 67055.0 
61718.0 69022.0 
54214.0 85408.0 
65212.0 66293.0 
52759.0 95550.0 
53620.0 89987.0 
58999.0 72730.0 
53502.0 90249.0 
66028.0 65864.0 
70972.0 64139.0 
57410.0 75520.0 
62770.0 67985.0 
59294.0 72088.0 
59599.0 71645.0 
53460.0 90926.0 
67100.0 65159.0 
66480.0 65407.0 
67100.0 65159.0 
62308.0 68153.0 
53019.0 93676.0 
70175.0 64427.0 
67545.0 65099.0 
78085.0 61706.0 
53981.0 86750.0 
52950.0 94885.0 
